customer_id,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,churn,total_services
6993-YCOBK,Two year,Yes,Electronic check,110.6,6586.85,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5
5206-HPJKM,Month-to-month,Yes,Credit card (automatic),55.5,934.15,Male,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0,2
7587-RZNME,Month-to-month,Yes,Electronic check,43.3,123.65,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
0748-RDGGM,One year,Yes,Bank transfer (automatic),109.5,7534.65,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,1,6
8393-JMVMB,Month-to-month,No,Mailed check,19.45,19.45,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
5019-GQVCR,Month-to-month,Yes,Electronic check,84.85,3645.6,Male,1,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,0,1
6036-TTFYU,Month-to-month,No,Mailed check,19.6,314.45,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
2550-AEVRU,One year,No,Electronic check,53.45,3053.0,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,0,2
0969-RGKCU,One year,No,Credit card (automatic),19.8,677.05,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0378-CJKPV,Two year,No,Credit card (automatic),112.1,7965.95,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
4706-AXVKM,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,1
5889-JTMUL,Month-to-month,Yes,Electronic check,95.05,4888.7,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,1,3
9026-RNUJS,Month-to-month,No,Electronic check,50.35,237.25,Male,1,No,No,DSL,No,No,Yes,No,No,No,No,1,1
3746-EUBYR,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
2332-EFBJY,Month-to-month,Yes,Mailed check,19.7,342.4,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
2880-FPNAE,Month-to-month,Yes,Electronic check,74.2,140.1,Male,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,0,1
1703-MGIAB,Month-to-month,Yes,Mailed check,69.0,1108.0,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,No,Yes,0,3
4311-QTTAI,One year,No,Credit card (automatic),19.35,295.55,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9474-PHLYD,Month-to-month,Yes,Electronic check,59.45,892.65,Female,0,No,No,DSL,No,No,Yes,No,No,Yes,No,1,2
4318-RAJVY,One year,Yes,Mailed check,19.8,198.25,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2165-VOEGB,One year,Yes,Bank transfer (automatic),105.2,4822.85,Female,0,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,1,5
3612-YUNGG,Two year,Yes,Credit card (automatic),109.2,6741.15,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
2254-DLXRI,Month-to-month,Yes,Mailed check,79.15,79.15,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,0,1
5062-CJJKH,One year,No,Mailed check,53.65,1355.45,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,0,2
9028-LIHRP,Two year,No,Credit card (automatic),100.2,7209.0,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,0,5
2219-MVUSO,Month-to-month,Yes,Mailed check,45.15,438.4,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
1053-MXTTK,Two year,Yes,Bank transfer (automatic),108.65,7726.35,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
1530-ZTDOZ,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,Female,0,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,2
1301-LOPVR,One year,Yes,Credit card (automatic),55.35,1636.95,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,5
0853-TWRVK,Two year,No,Bank transfer (automatic),105.6,7581.5,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5
8914-RBTSB,Month-to-month,No,Electronic check,93.8,3019.5,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,1,3
6212-ATMLK,Month-to-month,Yes,Electronic check,95.7,4729.75,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0,2
8200-LGKSR,Two year,No,Electronic check,83.2,6126.1,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5
1568-BEKZM,Two year,No,Credit card (automatic),90.05,6333.4,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
0670-ANMUU,One year,No,Credit card (automatic),97.65,6687.85,Male,0,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,0,3
6897-RWMUB,Two year,Yes,Bank transfer (automatic),68.05,4158.25,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,4
0963-ZBDRN,Month-to-month,Yes,Electronic check,96.2,3183.4,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,1,3
7594-RQHXR,Month-to-month,Yes,Electronic check,79.6,79.6,Female,0,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,1,1
6999-CHVCF,Two year,Yes,Bank transfer (automatic),102.1,7149.35,Male,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,0,4
6134-KWTBV,Two year,No,Bank transfer (automatic),23.4,1429.65,Male,0,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
1077-HUUJM,Month-to-month,Yes,Electronic check,71.05,472.65,Female,0,No,Yes,Fiber optic,No,No,No,No,No,No,No,0,0
6331-EWIEB,Month-to-month,Yes,Electronic check,85.25,1734.5,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,1,1
0895-LNKRC,One year,No,Mailed check,19.45,113.5,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
2045-BMBTJ,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,Female,1,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,5
8417-GSODA,One year,No,Bank transfer (automatic),92.2,2568.15,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,0,2
5171-EPLKN,Two year,No,Credit card (automatic),19.85,470.0,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4452-QIIEB,Month-to-month,No,Mailed check,43.9,278.4,Male,0,No,No,DSL,No,No,No,No,No,No,No,0,0
5998-VVEJY,Month-to-month,Yes,Electronic check,80.5,2088.8,Male,0,No,No,Fiber optic,No,No,No,Yes,No,No,Yes,1,1
1624-NALOJ,Month-to-month,Yes,Electronic check,89.8,502.6,Male,1,No,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,1,2
6741-EGCBI,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,Male,1,No,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,0,2
7820-ZYGNY,One year,No,Credit card (automatic),90.45,5825.5,Male,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,0,2
4317-VTEOA,Month-to-month,Yes,Electronic check,50.75,50.75,Male,0,No,No,DSL,No,Yes,No,No,No,No,No,1,1
9677-AVKED,One year,Yes,Electronic check,84.6,4449.75,Female,0,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
1670-SVOWZ,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Female,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,1,3
2227-JRSJX,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,Female,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,4
9847-HNVGP,One year,No,Mailed check,19.95,310.6,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6696-YDAYZ,Two year,No,Mailed check,20.5,290.55,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
8980-WQFWL,Month-to-month,Yes,Electronic check,62.1,2096.1,Female,0,No,No,DSL,No,No,Yes,No,No,Yes,No,0,2
1730-ZMAME,Month-to-month,Yes,Electronic check,79.5,2665.0,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,No,0,1
6506-EYCNH,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4634-JLRJT,Month-to-month,Yes,Mailed check,20.35,20.35,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9501-UKKNL,Month-to-month,Yes,Electronic check,51.7,3005.8,Male,0,No,No,DSL,No,No,No,Yes,Yes,Yes,No,0,3
2560-QTSBS,One year,Yes,Bank transfer (automatic),23.3,1623.15,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
7541-YLXCL,One year,Yes,Mailed check,65.4,2498.4,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,No,1,3
4795-WRNVT,Month-to-month,No,Mailed check,65.1,2586.0,Female,0,No,No,DSL,Yes,Yes,No,No,Yes,No,No,0,3
6080-TCMYC,Month-to-month,Yes,Electronic check,81.2,3292.3,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,0,1
0260-ZDLGK,Month-to-month,Yes,Mailed check,72.9,651.4,Female,0,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,1,4
7860-UXCRM,Two year,No,Credit card (automatic),74.5,4674.55,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,5
6357-JJPQT,Month-to-month,Yes,Electronic check,80.5,232.35,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0,1
2292-XQWSV,One year,No,Mailed check,60.3,2448.5,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,5
9552-TGUZV,Month-to-month,Yes,Mailed check,75.0,658.1,Male,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0,1
5913-INRQV,One year,No,Mailed check,90.15,3128.8,Male,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,0,3
8722-NGNBH,Month-to-month,No,Mailed check,40.0,223.45,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No,1,3
6210-KBBPI,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Male,1,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,3
9643-YBLUR,Month-to-month,Yes,Credit card (automatic),69.05,653.95,Male,0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Yes,0,3
8734-FNWVH,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,Male,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,0,1
9447-YPTBX,One year,Yes,Bank transfer (automatic),19.85,943.1,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
0133-BMFZO,Month-to-month,Yes,Electronic check,86.25,181.65,Female,0,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,1,3
6128-CZOMY,Month-to-month,Yes,Electronic check,45.65,45.65,Female,0,No,No,DSL,No,No,No,No,No,No,No,1,0
9540-JYROE,Month-to-month,Yes,Mailed check,70.1,551.35,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
9026-LHEVG,Month-to-month,No,Electronic check,40.75,359.4,Female,0,No,No,DSL,No,Yes,No,No,No,Yes,No,0,2
2260-USTRB,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,Female,1,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
3656-TKRVZ,Month-to-month,No,Electronic check,55.35,165.2,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,1,2
7011-CVEUC,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,Male,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,3
6185-TASNN,Month-to-month,No,Electronic check,46.3,46.3,Male,1,No,No,DSL,No,No,No,No,No,No,No,0,0
7925-PNRGI,Month-to-month,No,Mailed check,81.3,3541.1,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0,5
8623-TMRBY,Month-to-month,Yes,Electronic check,84.2,4146.05,Male,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,1,2
1552-CZCLL,Month-to-month,No,Credit card (automatic),20.0,1087.25,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3038-PQIUY,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,Female,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,0,3
1501-SGHBW,Month-to-month,No,Mailed check,45.85,81.0,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
9313-CDOGY,Month-to-month,No,Electronic check,19.6,717.3,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
8148-BPLZQ,Month-to-month,Yes,Electronic check,49.8,1734.2,Male,0,No,No,DSL,No,Yes,No,No,No,No,No,0,1
2623-DRYAM,One year,Yes,Electronic check,101.75,7069.3,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
9987-LUTYD,One year,No,Mailed check,55.15,742.9,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2
3208-YPIOE,Month-to-month,No,Electronic check,75.25,3017.65,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
4488-KQFDT,One year,Yes,Electronic check,103.95,6423.0,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
2612-RANWT,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
5693-PIPCS,Two year,Yes,Credit card (automatic),99.65,4220.35,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,4
0491-KAPQG,Month-to-month,Yes,Electronic check,73.7,1558.7,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
1925-LFCZZ,One year,Yes,Bank transfer (automatic),50.05,2743.45,Male,1,No,No,DSL,No,No,Yes,No,Yes,Yes,No,0,3
8039-EQPIM,Two year,No,Bank transfer (automatic),60.25,4055.5,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
6900-PXRMS,Month-to-month,No,Electronic check,105.75,2710.25,Male,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
8707-RMEZH,One year,No,Credit card (automatic),87.3,6055.55,Female,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,No,0,3
3346-BRMIS,Month-to-month,Yes,Electronic check,48.35,810.7,Female,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,No,1,3
3209-ZPKFI,Month-to-month,No,Electronic check,54.25,2538.2,Male,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,0,1
6479-VDGRK,Two year,No,Bank transfer (automatic),85.3,6129.2,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
9373-WSLOY,Month-to-month,Yes,Electronic check,50.0,1750.85,Male,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,No,0,4
2933-FILNV,Month-to-month,Yes,Mailed check,24.4,36.55,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,No,1,0
3569-JFODW,Two year,No,Credit card (automatic),90.95,6652.45,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
9819-FBNSV,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,0
9544-PYPSJ,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,Female,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0,3
1591-XWLGB,Two year,No,Credit card (automatic),19.85,1379.6,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
0396-UKGAI,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,Male,0,No,Yes,DSL,No,Yes,No,Yes,No,No,No,0,2
3243-ZHOHY,One year,No,Mailed check,20.1,296.15,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
5186-EJEGL,Month-to-month,Yes,Mailed check,69.5,653.25,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,0,4
7527-QNRUS,Two year,Yes,Mailed check,25.15,412.6,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
9986-BONCE,Month-to-month,No,Bank transfer (automatic),20.95,85.5,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
2722-JMONI,Month-to-month,Yes,Electronic check,49.55,49.55,Female,1,Yes,No,DSL,Yes,No,No,No,No,No,No,1,1
2203-GHNWN,Month-to-month,Yes,Mailed check,79.65,1928.7,Female,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0,1
3878-AVSOQ,Month-to-month,Yes,Electronic check,71.25,71.25,Female,1,No,No,Fiber optic,No,No,No,No,No,No,No,0,0
3258-SYSWS,Two year,No,Bank transfer (automatic),113.8,7845.8,Male,1,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
5296-PSYVW,Two year,No,Electronic check,24.55,1750.7,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
6319-QSUSR,Month-to-month,No,Credit card (automatic),19.7,216.2,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4083-EUGRJ,Month-to-month,No,Mailed check,20.25,178.5,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
7579-OOPEC,Month-to-month,No,Credit card (automatic),50.15,115.1,Female,1,Yes,No,DSL,No,Yes,No,No,No,No,No,1,1
0512-FLFDW,One year,Yes,Credit card (automatic),100.5,6029.0,Female,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
1771-OADNZ,Month-to-month,Yes,Electronic check,95.9,2745.2,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,1,3
0487-CRLZF,Two year,Yes,Bank transfer (automatic),74.45,3721.9,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No,0,4
2107-FBPTK,Month-to-month,Yes,Electronic check,104.1,3121.1,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
9451-WLYRI,One year,No,Credit card (automatic),19.05,990.45,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
8219-VYBVI,Two year,No,Mailed check,25.0,1004.35,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
1991-VOPLL,Month-to-month,No,Mailed check,19.05,157.65,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9738-QLWTP,One year,No,Electronic check,81.9,3219.75,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,No,0,2
1016-DJTSV,Month-to-month,Yes,Electronic check,69.7,572.85,Male,1,No,No,Fiber optic,No,No,No,No,No,No,No,0,0
9419-IPPBE,One year,Yes,Electronic check,90.15,4554.85,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,0,2
0174-QRVVY,Two year,No,Credit card (automatic),25.35,1847.55,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
5699-BNCAS,Two year,Yes,Mailed check,24.65,1766.75,Male,1,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
2900-PHPLN,Two year,Yes,Credit card (automatic),19.55,1462.05,Female,1,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
0612-RTZZA,Month-to-month,No,Electronic check,25.25,25.25,Female,1,No,No,DSL,No,No,No,No,No,No,No,1,0
8106-GWQOK,Two year,Yes,Bank transfer (automatic),60.0,2193.2,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,0,5
8751-EDEKA,Month-to-month,No,Credit card (automatic),89.9,2433.5,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,0,3
6878-GGDWG,Month-to-month,No,Bank transfer (automatic),19.4,641.15,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
4039-PIMHX,Two year,No,Mailed check,49.8,2398.4,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,No,0,1
8450-LUGUK,Two year,Yes,Bank transfer (automatic),24.1,861.85,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3604-WLABM,Month-to-month,No,Electronic check,54.25,583.0,Female,0,No,No,DSL,No,No,Yes,Yes,No,No,No,0,2
0795-GMVQO,One year,No,Credit card (automatic),109.9,7332.4,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
2259-OUUSZ,One year,Yes,Credit card (automatic),35.5,249.55,Male,0,No,No,DSL,No,No,Yes,Yes,No,No,No,0,2
1142-IHLOO,One year,No,Credit card (automatic),87.55,4475.9,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,2
6410-LEFEN,Month-to-month,No,Electronic check,45.15,416.45,Female,0,No,No,DSL,No,No,No,No,No,No,No,1,0
4633-MKHYU,Month-to-month,Yes,Mailed check,88.4,788.6,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,2
6257-RJOHI,Month-to-month,Yes,Mailed check,50.8,202.3,Male,0,No,No,DSL,No,No,No,Yes,No,No,No,0,1
1545-JFUML,Two year,Yes,Electronic check,99.0,6994.6,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,0,4
3194-ORPIK,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,1,1
7826-VVKWT,Two year,Yes,Electronic check,96.55,2263.45,Female,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0,3
1353-GHZOS,One year,Yes,Bank transfer (automatic),59.75,1374.35,Male,0,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,2
2587-EKXTS,Month-to-month,Yes,Electronic check,111.5,4915.15,Male,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
5442-BXVND,Month-to-month,No,Bank transfer (automatic),24.25,838.5,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
8816-VXNZD,Month-to-month,Yes,Electronic check,75.1,75.1,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
9378-FXTIZ,One year,Yes,Credit card (automatic),70.15,3715.65,Female,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,1,2
1723-HKXJQ,Month-to-month,Yes,Electronic check,101.75,4273.45,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,3
7825-GKXMW,Month-to-month,No,Electronic check,45.8,45.8,Female,0,No,No,DSL,No,No,No,No,No,No,No,1,0
9753-OYLBX,Month-to-month,No,Mailed check,20.5,20.5,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2364-UFROM,One year,No,Electronic check,70.4,2044.75,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,0,4
6656-JWRQX,Month-to-month,No,Mailed check,30.55,30.55,Female,0,No,No,DSL,No,No,No,Yes,No,No,No,0,1
6473-ULUHT,Month-to-month,No,Electronic check,84.9,1398.25,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
1240-KNSEZ,Month-to-month,Yes,Mailed check,20.1,20.1,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
0836-SEYLU,Month-to-month,No,Mailed check,40.65,328.95,Male,0,Yes,No,DSL,No,No,No,Yes,Yes,No,No,1,2
4433-JCGCG,Month-to-month,Yes,Electronic check,101.0,4680.05,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
3716-BDVDB,Month-to-month,Yes,Electronic check,69.1,69.1,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
7688-AWMDX,Two year,No,Bank transfer (automatic),54.5,3778.2,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,2
2842-BCQGE,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
7244-QWYHG,One year,Yes,Bank transfer (automatic),44.45,2188.45,Male,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,0,3
5899-MQZZL,Month-to-month,Yes,Mailed check,75.0,999.45,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
6849-OYAMU,One year,No,Bank transfer (automatic),100.0,1888.65,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,1,4
5312-UXESG,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
9488-HGMJH,Month-to-month,Yes,Electronic check,71.15,71.15,Female,1,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
6038-GCYEC,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Female,0,No,No,DSL,No,Yes,Yes,No,Yes,Yes,No,1,4
2150-WLKUW,One year,No,Bank transfer (automatic),63.9,2635.0,Female,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,0,2
7159-FVYPK,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,Female,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,0,3
7032-LMBHI,One year,No,Bank transfer (automatic),64.65,2347.85,Female,0,No,No,DSL,Yes,No,No,No,Yes,No,Yes,0,2
1150-WFARN,Two year,Yes,Credit card (automatic),108.75,7156.2,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,1,5
6088-BXMRG,Month-to-month,Yes,Electronic check,98.85,3089.6,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0,3
3144-AUDBS,Month-to-month,Yes,Electronic check,49.15,270.8,Female,0,Yes,No,DSL,No,No,No,Yes,No,No,No,1,1
4821-SJHJV,Month-to-month,No,Electronic check,89.6,2901.8,Female,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,0,2
7346-MEDWM,Month-to-month,Yes,Electronic check,83.25,4949.1,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,0,2
1137-DGOWI,One year,No,Bank transfer (automatic),70.25,2198.9,Female,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No,0,4
5616-PRTNT,Month-to-month,Yes,Electronic check,19.4,374.5,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,1,0
3812-LRZIR,Two year,No,Electronic check,24.5,761.95,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
4818-QIUFN,Month-to-month,Yes,Electronic check,79.15,1520.9,Female,1,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,1,1
9483-GCPWE,One year,No,Mailed check,20.1,190.25,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
